Created at,UserId,Inbound/Outbound,Conversation ID,driver_distinguish,user_register_date,driver_register_date,ride_count,drive_count,days_to_question_since_registered,days_to_question_since_driver_registed,質問月
2019/06/16,33002,Inbound,22471431436,1,01/06,01/06,0,326,161,161,6
2019/06/16,29773,Inbound,22471470693,1,12/19,12/23,4,112,179,175,6
2019/06/16,21676,Inbound,22471655382,1,10/27,11/03,0,316,232,225,6
2019/06/16,51103,Inbound,22471770294,1,05/29,05/29,0,30,18,18,6
2019/06/16,51103,Inbound,22471779744,1,05/29,05/29,0,30,18,18,6
2019/06/16,37391,Inbound,22471847613,1,02/28,02/28,0,49,108,108,6
2019/06/16,46779,Inbound,22471922122,1,05/01,05/01,0,59,46,46,6
2019/06/16,37228,Inbound,22471976396,1,02/27,02/27,0,448,109,109,6
2019/06/16,50403,Inbound,22472042818,1,05/23,05/23,0,22,24,24,6
2019/06/16,18586,Inbound,22472296894,1,09/22,09/22,15,905,267,267,6
2019/06/16,53293,Inbound,22472452463,1,06/13,06/13,2,53,3,3,6
2019/06/16,19224,Inbound,22472478818,1,10/02,10/02,3,166,257,257,6
2019/06/16,50086,Inbound,22472565947,1,05/21,05/22,0,114,26,25,6
2019/06/16,38082,Inbound,22473920162,1,03/04,03/04,0,72,104,104,6
2019/06/16,39081,Inbound,22473935230,1,03/10,03/10,0,0,98,98,6
2019/06/16,53155,Inbound,22474231835,1,06/12,06/12,0,5,4,4,6
2019/06/16,50339,Inbound,22474260892,1,05/23,05/24,0,11,24,23,6
2019/06/16,19784,Inbound,22474480753,1,10/08,10/13,0,59,251,246,6
2019/06/16,52019,Inbound,22474644024,1,06/04,06/05,0,23,12,11,6
2019/06/16,28269,Inbound,22474748917,1,12/13,12/16,12,660,185,182,6
2019/06/16,52756,Inbound,22475369536,1,06/09,06/09,0,21,7,7,6
2019/06/16,18089,Inbound,22475398831,1,09/15,09/15,4,259,274,274,6
2019/06/16,18089,Inbound,22475401783,1,09/15,09/15,4,259,274,274,6
2019/06/16,7324,Inbound,22475467108,1,11/23,11/23,1,1028,570,570,6
2019/06/16,11011,Inbound,22475721386,1,03/05,03/06,17,131,468,467,6
2019/06/16,52756,Inbound,22476287495,1,06/09,06/09,0,21,7,7,6
2019/06/16,45325,Inbound,22476658547,1,04/21,04/21,0,82,56,56,6
2019/06/16,51891,Inbound,22476733389,1,06/03,06/03,0,14,13,13,6
2019/06/16,45963,Inbound,22476863204,1,04/26,04/26,0,73,51,51,6
2019/06/16,50340,Inbound,22476912270,1,05/23,05/23,0,31,24,24,6
2019/06/16,51986,Inbound,22477131024,1,06/04,06/04,0,13,12,12,6
2019/06/16,49614,Inbound,22477133281,1,05/18,05/18,1,22,29,29,6
2019/06/16,16262,Inbound,22477594061,1,08/18,08/20,8,13,302,300,6
2019/06/16,51103,Inbound,22478220729,1,05/29,05/29,0,30,18,18,6
2019/06/16,18586,Inbound,22479003339,1,09/22,09/22,15,905,267,267,6
2019/06/17,13257,Inbound,22479392697,1,05/29,05/30,40,66,384,383,6
2019/06/17,52197,Inbound,22479442282,1,06/05,06/05,3,14,12,12,6
2019/06/17,16623,Inbound,22479451084,1,08/26,08/26,11,0,295,295,6
2019/06/17,51887,Inbound,22479458470,1,06/03,06/03,4,0,14,14,6
2019/06/17,21676,Inbound,22479469661,1,10/27,11/03,0,316,233,226,6
2019/06/17,46597,Inbound,22479613369,1,04/30,04/30,0,2,48,48,6
2019/06/17,49186,Inbound,22479698201,1,05/16,05/16,0,218,32,32,6
2019/06/17,46959,Inbound,22479792510,1,05/02,05/03,0,14,46,45,6
2019/06/17,52110,Inbound,22479917237,1,06/05,06/05,0,10,12,12,6
2019/06/17,19224,Inbound,22480091639,1,10/02,10/02,3,166,258,258,6
2019/06/17,45325,Inbound,22480328060,1,04/21,04/21,0,82,57,57,6
2019/06/17,19264,Inbound,22484406880,1,10/02,10/02,0,1,258,258,6
2019/06/17,37228,Inbound,22484540817,1,02/27,02/27,0,448,110,110,6
2019/06/17,7713,Inbound,22484597446,1,12/02,12/02,0,0,562,562,6
2019/06/17,44861,Inbound,22485135136,1,04/18,04/21,8,90,60,57,6
2019/06/17,50086,Inbound,22485243803,1,05/21,05/22,0,114,27,26,6
2019/06/17,44962,Inbound,22485426559,1,04/19,04/21,0,0,59,57,6
2019/06/17,46906,Inbound,22485849067,1,05/01,05/01,0,45,47,47,6
2019/06/17,11414,Inbound,22486054391,1,03/18,03/18,9,299,456,456,6
2019/06/17,38379,Inbound,22486754857,1,03/06,03/09,0,38,103,100,6
2019/06/17,53144,Inbound,22486894150,1,06/12,06/12,0,6,5,5,6
2019/06/17,19693,Inbound,22487237133,1,10/07,12/18,17,0,253,181,6
2019/06/17,49370,Inbound,22487381434,1,05/17,05/18,1,25,31,30,6
2019/06/17,51103,Inbound,22487711791,1,05/29,05/29,0,30,19,19,6
2019/06/17,53293,Inbound,22488178594,1,06/13,06/13,2,53,4,4,6
2019/06/17,49617,Inbound,22488256057,1,05/18,05/18,0,24,30,30,6
2019/06/17,37361,Inbound,22488762318,1,02/28,02/28,0,49,109,109,6
2019/06/17,7667,Inbound,22488790316,1,12/02,12/07,1,522,562,557,6
2019/06/17,50629,Inbound,22488829405,1,05/25,05/25,0,2,23,23,6
2019/06/17,46761,Inbound,22488948700,1,04/30,04/30,0,79,48,48,6
2019/06/17,52197,Inbound,22488964180,1,06/05,06/05,3,14,12,12,6
2019/06/17,36998,Inbound,22489813352,1,02/25,02/26,0,176,112,111,6
2019/06/17,53021,Inbound,22490560096,1,06/11,06/12,0,35,6,5,6
2019/06/17,18586,Inbound,22490869372,1,09/22,09/22,15,905,268,268,6
2019/06/17,23052,Inbound,22491094703,1,11/09,11/12,22,0,220,217,6
2019/06/17,49370,Inbound,22491240466,1,05/17,05/18,1,25,31,30,6
2019/06/18,49186,Inbound,22491681821,1,05/16,05/16,0,218,33,33,6
2019/06/18,52129,Inbound,22491749431,1,06/05,06/06,0,37,13,12,6
2019/06/18,53144,Inbound,22492205597,1,06/12,06/12,0,6,6,6,6
2019/06/18,9258,Inbound,22492449035,1,01/15,01/16,18,520,519,518,6
2019/06/18,38723,Inbound,22492614424,1,03/08,03/09,0,14,102,101,6
2019/06/18,53144,Inbound,22492625831,1,06/12,06/12,0,6,6,6,6
2019/06/18,49186,Inbound,22493287422,1,05/16,05/16,0,218,33,33,6
2019/06/18,50458,Inbound,22493327325,1,05/24,05/24,0,47,25,25,6
2019/06/18,53268,Inbound,22493505875,1,06/13,06/14,0,10,5,4,6
2019/06/18,13337,Inbound,22493509289,1,06/02,06/08,2,352,381,375,6
2019/06/18,38379,Inbound,22494313006,1,03/06,03/09,0,38,104,101,6
2019/06/18,47697,Inbound,22494521611,1,05/07,05/07,0,42,42,42,6
2019/06/18,9258,Inbound,22494879043,1,01/15,01/16,18,520,519,518,6
2019/06/18,18586,Inbound,22495196988,1,09/22,09/22,15,905,269,269,6
2019/06/18,18586,Inbound,22495359542,1,09/22,09/22,15,905,269,269,6
2019/06/18,52373,Inbound,22496268267,1,06/07,06/10,0,1,11,8,6
2019/06/18,52373,Inbound,22496840209,1,06/07,06/10,0,1,11,8,6
2019/06/18,53144,Inbound,22498014755,1,06/12,06/12,0,6,6,6,6
2019/06/18,46906,Inbound,22498357476,1,05/01,05/01,0,45,48,48,6
2019/06/18,50458,Inbound,22499059909,1,05/24,05/24,0,47,25,25,6
2019/06/18,18586,Inbound,22499572641,1,09/22,09/22,15,905,269,269,6
2019/06/18,49819,Inbound,22499682141,1,05/19,05/19,0,0,30,30,6
2019/06/18,28010,Inbound,22499891553,1,12/12,12/12,7,153,188,188,6
2019/06/18,51103,Inbound,22502868183,1,05/29,05/29,0,30,20,20,6
2019/06/18,51647,Inbound,22502934222,1,06/02,06/06,0,78,16,12,6
2019/06/18,37228,Inbound,22503043765,1,02/27,02/27,0,448,111,111,6
2019/06/18,53268,Inbound,22503232171,1,06/13,06/14,0,10,5,4,6
2019/06/18,46761,Inbound,22503391986,1,04/30,04/30,0,79,49,49,6
2019/06/18,49614,Inbound,22503435691,1,05/18,05/18,1,22,31,31,6
2019/06/18,51375,Inbound,22503792307,1,05/31,06/01,0,7,18,17,6
2019/06/18,17759,Inbound,22503866585,1,09/13,09/16,5,27,278,275,6
2019/06/18,21531,Inbound,22504021191,1,10/26,10/29,9,383,235,232,6
2019/06/18,38230,Inbound,22504028462,1,03/05,03/05,0,194,105,105,6
2019/06/18,44411,Inbound,22504132942,1,04/14,04/14,0,51,65,65,6
2019/06/18,7667,Inbound,22504201176,1,12/02,12/07,1,522,563,558,6
2019/06/18,9766,Inbound,22504299147,1,01/27,01/29,21,174,507,505,6
2019/06/18,44741,Inbound,22504439953,1,04/17,04/18,0,55,62,61,6
2019/06/18,3557,Inbound,22504520283,1,07/09,01/05,10,697,709,529,6
2019/06/18,23068,Inbound,22504746334,1,11/10,11/25,25,0,220,205,6
2019/06/18,37966,Inbound,22505215799,1,03/03,03/05,2,12,107,105,6
2019/06/18,44861,Inbound,22505264792,1,04/18,04/21,8,90,61,58,6
2019/06/18,49186,Inbound,22505286418,1,05/16,05/16,0,218,33,33,6
2019/06/18,51375,Inbound,22505535762,1,05/31,06/01,0,7,18,17,6
2019/06/18,50981,Inbound,22506965087,1,05/28,05/28,0,37,21,21,6
2019/06/18,50981,Inbound,22507013346,1,05/28,05/28,0,37,21,21,6
2019/06/18,21959,Inbound,22507386759,1,10/30,11/01,20,5,231,229,6
2019/06/19,53268,Inbound,22508266006,1,06/13,06/14,0,10,6,5,6
2019/06/19,53021,Inbound,22508972874,1,06/11,06/12,0,35,8,7,6
2019/06/19,39576,Inbound,22509697217,1,03/13,03/13,0,31,98,98,6
2019/06/19,51535,Inbound,22509991389,1,06/01,06/01,0,9,18,18,6
2019/06/19,51647,Inbound,22510320413,1,06/02,06/06,0,78,17,13,6
2019/06/19,50086,Inbound,22510752514,1,05/21,05/22,0,114,29,28,6
2019/06/19,38230,Inbound,22513620657,1,03/05,03/05,0,194,106,106,6
2019/06/19,8699,Inbound,22515518156,1,12/28,12/28,0,3,538,538,6
2019/06/19,49934,Inbound,22515915182,1,05/20,05/21,0,18,30,29,6
2019/06/19,50629,Inbound,22516516252,1,05/25,05/25,0,2,25,25,6
2019/06/19,27275,Inbound,22516625273,1,12/08,02/01,3,0,193,138,6
2019/06/19,52433,Inbound,22516625752,1,06/07,06/09,0,6,12,10,6
2019/06/19,46761,Inbound,22516772240,1,04/30,04/30,0,79,50,50,6
2019/06/19,27275,Inbound,22516881790,1,12/08,02/01,3,0,193,138,6
2019/06/19,9506,Inbound,22517705655,1,01/21,01/21,0,1,514,514,6
2019/06/19,27275,Inbound,22518185211,1,12/08,02/01,3,0,193,138,6
2019/06/19,13965,Inbound,22518723011,1,06/21,06/21,28,3,363,363,6
2019/06/19,7324,Inbound,22518733046,1,11/23,11/23,1,1028,573,573,6
2019/06/19,37228,Inbound,22519122796,1,02/27,02/27,0,448,112,112,6
2019/06/19,52131,Inbound,22519432879,1,06/05,06/08,0,3,14,11,6
2019/06/19,46477,Inbound,22520179272,1,04/29,04/29,0,0,51,51,6
2019/06/19,45587,Inbound,22520343088,1,04/23,04/23,16,50,57,57,6
2019/06/19,51647,Inbound,22520396733,1,06/02,06/06,0,78,17,13,6
2019/06/19,47952,Inbound,22520443174,1,05/08,05/09,0,5,42,41,6
2019/06/19,43415,Inbound,22520451202,1,04/07,04/07,5,49,73,73,6
2019/06/19,37812,Inbound,22520927842,1,03/02,03/02,0,88,109,109,6
2019/06/19,28585,Inbound,22521037174,1,12/14,04/02,12,0,187,78,6
2019/06/19,26928,Inbound,22521131236,1,12/06,03/30,19,0,195,81,6
2019/06/19,28010,Inbound,22521665806,1,12/12,12/12,7,153,189,189,6
2019/06/19,51238,Inbound,22521853060,1,05/30,05/30,0,6,20,20,6
2019/06/19,53624,Inbound,22521857164,1,06/15,06/16,0,6,4,3,6
2019/06/19,7667,Inbound,22522125121,1,12/02,12/07,1,522,564,559,6
2019/06/19,25211,Inbound,22522144422,1,11/27,12/04,0,338,204,197,6
2019/06/19,53746,Inbound,22522301076,1,06/15,06/16,0,7,4,3,6
2019/06/19,50086,Inbound,22522452153,1,05/21,05/22,0,114,29,28,6
2019/06/19,21366,Inbound,22523135251,1,10/25,11/26,2,461,237,205,6
2019/06/19,53021,Inbound,22523138081,1,06/11,06/12,0,35,8,7,6
2019/06/19,48866,Inbound,22523185786,1,05/14,05/14,0,19,36,36,6
2019/06/19,50870,Inbound,22523425445,1,05/27,05/27,0,40,23,23,6
2019/06/19,47033,Inbound,22523809285,1,05/02,05/03,0,125,48,47,6
2019/06/19,21366,Inbound,22523968155,1,10/25,11/26,2,461,237,205,6
2019/06/19,21021,Inbound,22524130471,1,10/21,02/26,0,418,241,113,6
2019/06/19,48072,Inbound,22524543236,1,05/09,05/10,0,61,41,40,6
2019/06/19,50340,Inbound,22524675423,1,05/23,05/23,0,31,27,27,6
2019/06/20,45476,Inbound,22524951801,1,04/22,04/23,3,29,59,58,6
2019/06/20,47678,Inbound,22524981236,1,05/07,05/07,0,1,44,44,6
2019/06/20,53746,Inbound,22524985018,1,06/15,06/16,0,7,5,4,6
2019/06/20,25211,Inbound,22524986136,1,11/27,12/04,0,338,205,198,6
2019/06/20,39576,Inbound,22525256556,1,03/13,03/13,0,31,99,99,6
2019/06/20,28269,Inbound,22526085225,1,12/13,12/16,12,660,189,186,6
2019/06/20,50086,Inbound,22526166928,1,05/21,05/22,0,114,30,29,6
2019/06/20,47033,Inbound,22526253584,1,05/02,05/03,0,125,49,48,6
2019/06/20,50086,Inbound,22526278884,1,05/21,05/22,0,114,30,29,6
2019/06/20,50799,Inbound,22526301915,1,05/26,05/26,0,27,25,25,6
2019/06/20,18570,Inbound,22526315777,1,09/21,09/23,0,163,272,270,6
2019/06/20,53293,Inbound,22526422397,1,06/13,06/13,2,53,7,7,6
2019/06/20,7667,Inbound,22526460547,1,12/02,12/07,1,522,565,560,6
2019/06/20,50799,Inbound,22526503232,1,05/26,05/26,0,27,25,25,6
2019/06/20,50799,Inbound,22526508334,1,05/26,05/26,0,27,25,25,6
2019/06/20,50799,Inbound,22526513073,1,05/26,05/26,0,27,25,25,6
2019/06/20,50607,Inbound,22526522548,1,05/25,05/25,1,89,26,26,6
2019/06/20,50086,Inbound,22526524173,1,05/21,05/22,0,114,30,29,6
2019/06/20,52197,Inbound,22526548570,1,06/05,06/05,3,14,15,15,6
2019/06/20,49186,Inbound,22526575413,1,05/16,05/16,0,218,35,35,6
2019/06/20,49830,Inbound,22526593638,1,05/19,05/19,0,44,32,32,6
2019/06/20,19224,Inbound,22526681311,1,10/02,10/02,3,166,261,261,6
2019/06/20,8749,Inbound,22526712093,1,12/29,12/29,6,461,538,538,6
2019/06/20,37228,Inbound,22527043340,1,02/27,02/27,0,448,113,113,6
2019/06/20,19224,Inbound,22528481895,1,10/02,10/02,3,166,261,261,6
2019/06/20,18586,Inbound,22528544412,1,09/22,09/22,15,905,271,271,6
2019/06/20,50086,Inbound,22528646447,1,05/21,05/22,0,114,30,29,6
2019/06/20,18586,Inbound,22528690382,1,09/22,09/22,15,905,271,271,6
2019/06/20,50799,Inbound,22528847674,1,05/26,05/26,0,27,25,25,6
2019/06/20,52373,Inbound,22529626378,1,06/07,06/10,0,1,13,10,6
2019/06/20,52129,Inbound,22530075564,1,06/05,06/06,0,37,15,14,6
2019/06/20,51122,Inbound,22531499181,1,05/29,05/29,0,13,22,22,6
2019/06/20,23052,Inbound,22532027338,1,11/09,11/12,22,0,223,220,6
2019/06/20,20391,Inbound,22532034463,1,10/15,12/22,39,0,248,180,6
2019/06/20,11414,Inbound,22532146256,1,03/18,03/18,9,299,459,459,6
2019/06/20,39362,Inbound,22532617173,1,03/12,05/19,0,9,100,32,6
2019/06/20,37812,Inbound,22532977605,1,03/02,03/02,0,88,110,110,6
2019/06/20,45581,Inbound,22533028138,1,04/23,04/23,14,4,58,58,6
2019/06/20,17779,Inbound,22533245505,1,09/13,09/13,10,539,280,280,6
2019/06/20,16637,Inbound,22533256315,1,08/27,11/15,0,40,297,217,6
2019/06/20,45476,Inbound,22534293434,1,04/22,04/23,3,29,59,58,6
2019/06/20,20391,Inbound,22535544748,1,10/15,12/22,39,0,248,180,6
2019/06/20,46779,Inbound,22535697186,1,05/01,05/01,0,59,50,50,6
2019/06/20,49934,Inbound,22536520503,1,05/20,05/21,0,18,31,30,6
2019/06/20,37228,Inbound,22536766634,1,02/27,02/27,0,448,113,113,6
2019/06/20,21959,Inbound,22536777645,1,10/30,11/01,20,5,233,231,6
2019/06/20,53021,Inbound,22536942445,1,06/11,06/12,0,35,9,8,6
2019/06/20,45825,Inbound,22536983706,1,04/25,04/25,0,11,56,56,6
2019/06/20,47204,Inbound,22537049864,1,05/04,05/04,5,8,47,47,6
2019/06/20,38089,Inbound,22537331492,1,03/04,03/04,0,290,108,108,6
2019/06/20,50799,Inbound,22537489171,1,05/26,05/26,0,27,25,25,6
2019/06/20,50799,Inbound,22537496143,1,05/26,05/26,0,27,25,25,6
2019/06/20,22000,Inbound,22537497180,1,10/30,05/08,9,0,233,43,6
2019/06/20,7667,Inbound,22537507010,1,12/02,12/07,1,522,565,560,6
2019/06/20,47033,Inbound,22537692183,1,05/02,05/03,0,125,49,48,6
2019/06/20,14006,Inbound,22537755480,1,06/22,06/28,0,149,363,357,6
2019/06/20,52197,Inbound,22537795269,1,06/05,06/05,3,14,15,15,6
2019/06/20,44411,Inbound,22537810568,1,04/14,04/14,0,51,67,67,6
2019/06/20,44861,Inbound,22538502876,1,04/18,04/21,8,90,63,60,6
2019/06/20,53746,Inbound,22538826472,1,06/15,06/16,0,7,5,4,6
2019/06/20,29718,Inbound,22539268521,1,12/18,01/31,0,9,184,140,6
2019/06/20,49934,Inbound,22539502099,1,05/20,05/21,0,18,31,30,6
2019/06/20,44715,Inbound,22539549846,1,04/17,04/17,0,75,64,64,6
2019/06/21,50340,Inbound,22540197078,1,05/23,05/23,0,31,29,29,6
2019/06/21,46779,Inbound,22540282246,1,05/01,05/01,0,59,51,51,6
2019/06/21,37228,Inbound,22541830113,1,02/27,02/27,0,448,114,114,6
2019/06/21,53021,Inbound,22541860503,1,06/11,06/12,0,35,10,9,6
2019/06/21,9258,Inbound,22541902078,1,01/15,01/16,18,520,522,521,6
2019/06/21,47033,Inbound,22542683074,1,05/02,05/03,0,125,50,49,6
2019/06/21,50086,Inbound,22542802842,1,05/21,05/22,0,114,31,30,6
2019/06/21,3557,Inbound,22542884495,1,07/09,01/05,10,697,712,532,6
2019/06/21,53608,Inbound,22542934674,1,06/15,06/15,0,11,6,6,6
2019/06/21,13337,Inbound,22542937959,1,06/02,06/08,2,352,384,378,6
2019/06/21,53806,Inbound,22547349647,1,06/16,06/16,0,4,5,5,6
2019/06/21,53021,Inbound,22548387849,1,06/11,06/12,0,35,10,9,6
2019/06/21,22889,Inbound,22548806185,1,11/08,06/15,9,1,225,6,6
2019/06/21,52755,Inbound,22549130298,1,06/09,06/09,0,1,12,12,6
2019/06/21,49934,Inbound,22549221072,1,05/20,05/21,0,18,32,31,6
2019/06/21,54182,Inbound,22549689166,1,06/18,06/18,0,7,3,3,6
2019/06/21,27515,Inbound,22550114396,1,12/09,12/16,0,3,194,187,6
2019/06/21,52756,Inbound,22550835938,1,06/09,06/09,0,21,12,12,6
2019/06/21,38089,Inbound,22550951593,1,03/04,03/04,0,290,109,109,6
2019/06/21,19693,Inbound,22551121172,1,10/07,12/18,17,0,257,185,6
2019/06/21,52869,Inbound,22551553801,1,06/10,06/10,0,10,11,11,6
2019/06/21,20398,Inbound,22551836798,1,10/15,10/16,5,70,249,248,6
2019/06/21,20398,Inbound,22552075858,1,10/15,10/16,5,70,249,248,6
2019/06/21,22474,Inbound,22552100416,1,11/04,11/04,0,14,229,229,6
2019/06/21,44411,Inbound,22552238553,1,04/14,04/14,0,51,68,68,6
2019/06/21,22701,Inbound,22552241637,1,11/06,11/07,9,254,227,226,6
2019/06/21,42305,Inbound,22552278637,1,03/31,03/31,0,71,82,82,6
2019/06/21,38230,Inbound,22552340769,1,03/05,03/05,0,194,108,108,6
2019/06/21,31804,Inbound,22552390977,1,12/27,02/17,0,92,176,124,6
2019/06/21,52756,Inbound,22552491656,1,06/09,06/09,0,21,12,12,6
2019/06/21,52129,Inbound,22552687357,1,06/05,06/06,0,37,16,15,6
2019/06/21,17779,Inbound,22552704108,1,09/13,09/13,10,539,281,281,6
2019/06/21,22474,Inbound,22553304919,1,11/04,11/04,0,14,229,229,6
2019/06/21,46761,Inbound,22553333886,1,04/30,04/30,0,79,52,52,6
2019/06/21,52197,Inbound,22553398823,1,06/05,06/05,3,14,16,16,6
2019/06/21,44411,Inbound,22553543770,1,04/14,04/14,0,51,68,68,6
2019/06/21,53419,Inbound,22553975729,1,06/14,06/14,0,2,7,7,6
2019/06/21,54039,Inbound,22554035761,1,06/18,06/18,0,2,3,3,6
2019/06/21,39362,Inbound,22554065927,1,03/12,05/19,0,9,101,33,6
2019/06/21,45143,Inbound,22554276004,1,04/20,04/21,0,57,62,61,6
2019/06/21,52869,Inbound,22555369030,1,06/10,06/10,0,10,11,11,6
2019/06/21,18585,Inbound,22555432917,1,09/22,09/23,0,35,272,271,6
2019/06/21,52110,Inbound,22555482697,1,06/05,06/05,0,10,16,16,6
2019/06/22,50340,Inbound,22555925655,1,05/23,05/23,0,31,30,30,6
2019/06/22,25211,Inbound,22556044686,1,11/27,12/04,0,338,207,200,6
2019/06/22,27515,Inbound,22556480968,1,12/09,12/16,0,3,195,188,6
2019/06/22,38543,Inbound,22556561853,1,03/07,03/07,0,28,107,107,6
2019/06/22,32019,Inbound,22556672100,1,12/27,03/26,0,120,177,88,6
2019/06/22,42305,Inbound,22556821448,1,03/31,03/31,0,71,83,83,6
2019/06/22,9258,Inbound,22556851532,1,01/15,01/16,18,520,523,522,6
2019/06/22,53265,Inbound,22557149507,1,06/13,06/13,0,3,9,9,6
2019/06/22,49934,Inbound,22557438419,1,05/20,05/21,0,18,33,32,6
2019/06/22,37786,Inbound,22557480215,1,03/02,03/13,0,80,112,101,6
2019/06/22,42305,Inbound,22557569064,1,03/31,03/31,0,71,83,83,6
2019/06/22,21897,Inbound,22557601288,1,10/29,10/29,6,436,236,236,6
2019/06/22,50458,Inbound,22557646021,1,05/24,05/24,0,47,29,29,6
2019/06/22,27515,Inbound,22557803857,1,12/09,12/16,0,3,195,188,6
2019/06/22,50086,Inbound,22557950927,1,05/21,05/22,0,114,32,31,6
2019/06/22,53293,Inbound,22558470762,1,06/13,06/13,2,53,9,9,6
2019/06/22,49186,Inbound,22558509443,1,05/16,05/16,0,218,37,37,6
2019/06/22,3557,Inbound,22558531786,1,07/09,01/05,10,697,713,533,6
2019/06/22,21897,Inbound,22559108554,1,10/29,10/29,6,436,236,236,6
2019/06/22,41059,Inbound,22560828437,1,03/23,03/24,0,2,91,90,6
2019/06/22,52836,Inbound,22561707202,1,06/09,06/13,1,20,13,9,6
2019/06/22,21721,Inbound,22561827303,1,10/27,10/27,0,0,238,238,6
2019/06/22,42990,Inbound,22561963652,1,04/05,04/05,0,285,78,78,6
2019/06/22,12529,Inbound,22562082525,1,04/28,12/13,31,185,420,191,6
2019/06/22,53456,Inbound,22562143156,1,06/14,06/16,7,0,8,6,6
2019/06/22,53144,Inbound,22563200138,1,06/12,06/12,0,6,10,10,6
2019/06/22,46779,Inbound,22563335663,1,05/01,05/01,0,59,52,52,6
2019/06/22,28820,Inbound,22563733909,1,12/15,12/15,0,69,189,189,6
2019/06/22,41605,Inbound,22563886667,1,03/27,03/27,0,2,87,87,6
2019/06/22,52391,Inbound,22563986354,1,06/07,06/07,0,5,15,15,6
2019/06/22,10773,Inbound,22564054094,1,02/26,02/27,1,999,481,480,6
2019/06/22,42305,Inbound,22564098632,1,03/31,03/31,0,71,83,83,6
2019/06/22,38230,Inbound,22564107779,1,03/05,03/05,0,194,109,109,6
2019/06/22,31804,Inbound,22564138562,1,12/27,02/17,0,92,177,125,6
2019/06/22,38089,Inbound,22564852953,1,03/04,03/04,0,290,110,110,6
2019/06/22,53608,Inbound,22565177782,1,06/15,06/15,0,11,7,7,6
2019/06/22,7667,Inbound,22565193389,1,12/02,12/07,1,522,567,562,6
2019/06/22,53980,Inbound,22565383577,1,06/17,06/17,0,5,5,5,6
2019/06/22,46646,Inbound,22565418368,1,04/30,05/01,1,7,53,52,6
2019/06/22,52110,Inbound,22565523919,1,06/05,06/05,0,10,17,17,6
2019/06/22,42305,Inbound,22565809419,1,03/31,03/31,0,71,83,83,6
2019/06/22,46461,Inbound,22565853720,1,04/29,04/30,0,18,54,53,6
2019/06/22,49186,Inbound,22565888477,1,05/16,05/16,0,218,37,37,6
2019/06/23,23537,Inbound,22565993720,1,11/14,12/05,2,91,221,200,6
2019/06/23,38543,Inbound,22566012149,1,03/07,03/07,0,28,108,108,6
2019/06/23,46324,Inbound,22566068143,1,04/28,04/28,0,2,56,56,6
2019/06/23,47033,Inbound,22566233050,1,05/02,05/03,0,125,52,51,6
2019/06/23,46761,Inbound,22566391424,1,04/30,04/30,0,79,54,54,6
2019/06/23,7324,Inbound,22566409871,1,11/23,11/23,1,1028,577,577,6
2019/06/23,49934,Inbound,22566434146,1,05/20,05/21,0,18,34,33,6
2019/06/23,38089,Inbound,22566491991,1,03/04,03/04,0,290,111,111,6
2019/06/23,48072,Inbound,22566524695,1,05/09,05/10,0,61,45,44,6
2019/06/23,46646,Inbound,22566874454,1,04/30,05/01,1,7,54,53,6
2019/06/23,53608,Inbound,22566982931,1,06/15,06/15,0,11,8,8,6
2019/06/23,50799,Inbound,22567023988,1,05/26,05/26,0,27,28,28,6
2019/06/23,51103,Inbound,22567213485,1,05/29,05/29,0,30,25,25,6
2019/06/23,51786,Inbound,22567313645,1,06/03,06/03,0,22,20,20,6
2019/06/23,45141,Inbound,22567853380,1,04/20,04/21,0,71,64,63,6
2019/06/23,38089,Inbound,22567915666,1,03/04,03/04,0,290,111,111,6
2019/06/23,54069,Inbound,22568770589,1,06/18,06/18,0,0,5,5,6
2019/06/23,22238,Inbound,22569734015,1,11/02,11/02,0,71,233,233,6
2019/06/23,51895,Inbound,22570236856,1,06/03,06/03,0,11,20,20,6
2019/06/23,53591,Inbound,22571022953,1,06/15,06/15,0,1,8,8,6
2019/06/23,53591,Inbound,22571038948,1,06/15,06/15,0,1,8,8,6
